name,artist,id,danceability,acousticness,liveness,loudness,speechiness,mood
Kakinada Khaja,Devi Sri Prasad,https://open.spotify.com/embed/track/3A9c2zdjcNKDcrNBZtlm0G?utm_source=generator,0.848,0.284,0.0728,0.734765637,0.0976,energetic
I Am Inlove,Chakri,https://open.spotify.com/embed/track/1MS3JxjnQ6caJ0GlzJLqVN?utm_source=generator,0.671,0.142,0.0895,0.740218719,0.0244,energetic
Chitti Nadumune,Mani Sharma,https://open.spotify.com/embed/track/4NugyVw9Of2Z4uyBXf33tX?utm_source=generator,0.634,0.0818,0.572,0.730832266,0.0863,energetic
Oole Oolele,Devi Sri Prasad,https://open.spotify.com/embed/track/3B7gwQefEo2R2vuqGyJc2t?utm_source=generator,0.857,0.353,0.391,0.862481004,0.0645,energetic
Nuvvu Muttukunte,M. M. Keeravani,https://open.spotify.com/embed/track/451HqwXchmTTJawK4Uw0nH?utm_source=generator,0.762,0.46,0.102,0.709645699,0.0857,romantic
Babu Rambabu,Bheems,https://open.spotify.com/embed/track/0JP5IGR58ONKoiGGhnUeCj?utm_source=generator,0.854,0.479,0.462,0.787061593,0.277,cheerful
Pari Poke Pitta,Devi Sri Prasad,https://open.spotify.com/embed/track/3Gmq2pQZNo5TqrobE10WgA?utm_source=generator,0.955,0.113,0.247,0.759885575,0.151,energetic
Nuvvante Naakenduko,K. V. Mahadevan,https://open.spotify.com/embed/track/7xXBAbz1KrSGaGnM8kGxl3?utm_source=generator,0.447,0.987,0.185,0.771357907,0.0439,Chill
Box Badhalai Poye,Devi Sri Prasad,https://open.spotify.com/embed/track/4oMMYhuXwRTG5EM035dvHQ?utm_source=generator,0.837,0.224,0.636,0.899013677,0.17,cheerful
Nallaani Katuka,Mark Prashanth,https://open.spotify.com/embed/track/5CNf366MCInh0x0TpXb8YS?utm_source=generator,0.605,0.235,0.163,0.839446944,0.282,energetic
Pilla Pilla,Anirudh Ravichander,https://open.spotify.com/embed/track/29Jj9Zrdxrgs7tBZT4KnnS?utm_source=generator,0.682,0.193,0.242,0.834142853,0.102,energetic
Veyipadagalaneedulalo,Devi Sri Prasad,https://open.spotify.com/embed/track/5mlMKQ2QpjeHnIMpfLagCo?utm_source=generator,0.684,0.805,0.322,0.7061891,0.102,Chill
Valu Kalla Vayyari,Devi Sri Prasad,https://open.spotify.com/embed/track/6oatFSHT50mhV8gu2fM7zg?utm_source=generator,0.67,0.145,0.198,0.770672547,0.283,energetic
Mandaara,Various Artists,https://open.spotify.com/embed/track/51O5cmwTOopxgVQuB5tZsG?utm_source=generator,0.552,0.471,0.12,0.79811675,0.0416,romantic
Dhim Dhim Medaram Jathara,Mangli,https://open.spotify.com/embed/track/66FgBD1Klm5n2iDQWNd7nl?utm_source=generator,0.743,0.778,0.347,0.780356983,0.0488,Chill
Inthandanga,RaghavaLawrence,https://open.spotify.com/embed/track/4juG0hHQOdu22uj3sYrHo8?utm_source=generator,0.79,0.128,0.108,0.729342352,0.0344,energetic
Guruvaram,Gopi Sundar,https://open.spotify.com/embed/track/3ydF3JegxOkpoVy9gIfpXC?utm_source=generator,0.824,0.137,0.279,0.630441908,0.0476,energetic
Jalsa Jalsa,Devi Sri Prasad,https://open.spotify.com/embed/track/0I9RbCJItXY1jxGIAsQT0t?utm_source=generator,0.922,0.339,0.099,0.713728061,0.144,energetic
Nee Kosam,Sreerama Chandra,https://open.spotify.com/embed/track/2zB1Kl8oYQ1ik1kJs89OEV?utm_source=generator,0.395,0.813,0.0746,0.678923687,0.0425,Chill
Aakasam Badhalaina,Devi Sri Prasad,https://open.spotify.com/embed/track/4NPBD9WAB91mo9HdIeD235?utm_source=generator,0.837,0.078,0.347,0.825143777,0.062,energetic
Thinna Thiram Paduthale Male,Laxmi,https://open.spotify.com/embed/track/2Dq1S3FrHnHVKemwlzck7H?utm_source=generator,0.769,0.146,0.0879,0.844274263,0.168,energetic
Baby He Loves You,Devi Sri Prasad,https://open.spotify.com/embed/track/4r6jFSaXqHlfq1OmEziT9Q?utm_source=generator,0.728,0.141,0.221,0.867129533,0.252,energetic
Athiloka Sundari,Thaman S,https://open.spotify.com/embed/track/7agbQBEJYIaKJ8lGVdq1bv?utm_source=generator,0.673,0.305,0.12,0.769748801,0.0541,energetic
Juice,Chakri,https://open.spotify.com/embed/track/0JzPHFjAOq4HLvr5oBH9zB?utm_source=generator,0.884,0.294,0.218,0.781936291,0.101,energetic
Bava O Sari Rava,Mounika,https://open.spotify.com/embed/track/51rF9URoeKvqxuY2KY32K7?utm_source=generator,0.813,0.451,0.146,0.810870407,0.0477,romantic
Love Stories,Yasaswi Kondepudi,https://open.spotify.com/embed/track/7xMeP3ty6sI2rddWn224nb?utm_source=generator,0.561,0.0201,0.249,0.624184272,0.0471,energetic
Ye Pilla Pilla,Thaman S,https://open.spotify.com/embed/track/0t1QUQvLCzxQe6lfTwrWNy?utm_source=generator,0.781,0.648,0.0813,0.824339223,0.0925,romantic
Dhaare Ledha,Roshan Sebastian,https://open.spotify.com/embed/track/5Dn1EYEwuY177bQmlZ61AU?utm_source=generator,0.605,0.51,0.247,0.647218332,0.0381,romantic
Nuv Lenide,K S Harisankar,https://open.spotify.com/embed/track/0Cz5N91JbdypWxGoQMCSLd?utm_source=generator,0.393,0.693,0.168,0.675377693,0.0389,Chill
Hello Hello Premalekha,A.R. Rahman,https://open.spotify.com/embed/track/25sXPP0aTHi9PI1MN9nXVx?utm_source=generator,0.591,0.954,0.161,0.549926994,0.321,Chill
Eduta Neeve,Ilaiyaraaja,https://open.spotify.com/embed/track/59BBeQ4EKnZg2vFiqlFxF1?utm_source=generator,0.464,0.377,0.37,0.833397896,0.031,romantic
Krishna Nee Begane Baro - Instrumental,Various Artists,https://open.spotify.com/embed/track/1QJixYwyE09rwszSsKvmXE?utm_source=generator,0.272,0.815,0.103,0.778122113,0.0303,Chill
O Naatu Kurroda,Sai Karthik,https://open.spotify.com/embed/track/1m8rybliQbCSvmoxNf59CR?utm_source=generator,0.794,0.13,0.0534,0.76545785,0.0438,energetic
Ninnu Eri kori,G. V. Prakash,https://open.spotify.com/embed/track/0xOgvMX1uTxPKP8sJpM5M7?utm_source=generator,0.734,0.141,0.0634,0.829136744,0.063,energetic
Sree Rastu Shubhamastu,K. V. Mahadevan,https://open.spotify.com/embed/track/5YYUfBo17c4JuYKlSy0XVV?utm_source=generator,0.561,0.0677,0.1,0.728537799,0.104,energetic
Ada Janmaku,Ilaiyaraaja,https://open.spotify.com/embed/track/0VoPe4OdKbEVBjz2IbJ22J?utm_source=generator,0.556,0.49,0.268,0.776542805,0.031,romantic
Atu Itu,Ilaiyaraaja,https://open.spotify.com/embed/track/5okSG8dym5NiMYiojUQCSV?utm_source=generator,0.673,0.447,0.0914,0.783813582,0.0479,romantic
Pandaga Chesko,Thaman S,https://open.spotify.com/embed/track/20JCgg11cBi3pE0Me8oBy9?utm_source=generator,0.906,0.535,0.188,0.763669954,0.207,romantic
"Ye Thega Puvvunu (From ""Maro Charithra"")",S. P. Balasubrahmanyam,https://open.spotify.com/embed/track/5xKkQQcf23xjHXjJEiLEVr?utm_source=generator,0.334,0.733,0.094,0.800113233,0.0322,Chill
Mahishasura Mardini Stotra - Revathi - Adi - Instrumental,Various Artists,https://open.spotify.com/embed/track/3lo8sS09aevJ6cxugNd0mn?utm_source=generator,0.603,0.412,0.122,0.787091391,0.067,romantic
Bangaru Baathu Guddu,K. Chakravarthy,https://open.spotify.com/embed/track/3v2VQzZnwquM9ksKHx6Ewd?utm_source=generator,0.537,0.97,0.296,0.715217974,0.226,Chill
Psycho Saiyaan,Various Artists,https://open.spotify.com/embed/track/5WnlpdU8nHfbogtkAl6k8E?utm_source=generator,0.785,0.0916,0.121,0.887779731,0.149,energetic
Chinuku Ralite,K. V. Mahadevan,https://open.spotify.com/embed/track/1jZibeys1M6eBwn48pJdwl?utm_source=generator,0.643,0.476,0.306,0.824607408,0.16,romantic
Kalyanam Kamaneeyam (Telugu),Abby V,https://open.spotify.com/embed/track/4cVH5NLCK2iilOKLLq338r?utm_source=generator,0.287,0.566,0.0753,0.556482613,0.051,Chill
"Master the Blaster (From ""Master"")",Anirudh Ravichander,https://open.spotify.com/embed/track/2cVJDlu9jmkPUeuJxA6v8i?utm_source=generator,0.756,0.3,0.172,0.925146756,0.0972,energetic
Ye Swapnalokala,S.A. Rajkumar,https://open.spotify.com/embed/track/68Uaw5jbfy6EbCVnnKJ3GT?utm_source=generator,0.764,0.689,0.282,0.785810066,0.058,romantic
Nethanna,Charan Arjun,https://open.spotify.com/embed/track/5cDwnw88rjUXlEUyoyK8pR?utm_source=generator,0.715,0.802,0.145,0.750648112,0.163,Chill
Are Kushi Kushi,S. P. Kodandapani,https://open.spotify.com/embed/track/2SKvFQ6mODjNSaLfkjECCu?utm_source=generator,0.426,0.951,0.314,0.558926071,0.354,Chill
Haissa Item Paparo,Chakri,https://open.spotify.com/embed/track/0uKpgiAITUkru236IELNcf?utm_source=generator,0.818,0.44,0.176,0.789117673,0.285,romantic
La La Bheemla DJ Version,Thaman S,https://open.spotify.com/embed/track/04PnFadGx839AhLpL2grRR?utm_source=generator,0.653,0.5,0.119,0.742245001,0.362,romantic
Hariharasanam,K. V. Mahadevan,https://open.spotify.com/embed/track/33eKHV4n2AgErO9DGfEE40?utm_source=generator,0.648,0.636,0.432,0.774635716,0.0895,cheerful
Keka,Sri,https://open.spotify.com/embed/track/48hFog9hDW0dhPrP9uUXqv?utm_source=generator,0.721,0.0817,0.0572,0.869990167,0.12,energetic
Lucky Lucky Rai,Thaman S,https://open.spotify.com/embed/track/13pYqJauWfma3IjKTLabBk?utm_source=generator,0.897,0.725,0.112,0.676450431,0.0537,romantic
Ne Vinnadhi Nijjamena,Thaman S,https://open.spotify.com/embed/track/19UuRC8YvoMHTGN41QPLwl?utm_source=generator,0.853,0.835,0.15,0.697011234,0.0561,Chill
"Ammesaaney Ammesaaney (From ""Ahimsa"")",Mangli,https://open.spotify.com/embed/track/2NkBAecNx1ZW6dfIrLo6xj?utm_source=generator,0.717,0.169,0.0419,0.787180786,0.187,energetic
Manasa Sancharare,Various Artists,https://open.spotify.com/embed/track/4ohq81tYulwCLaKzLagGQ8?utm_source=generator,0.754,0.232,0.0917,0.692154117,0.0413,energetic
Vennelintha,Devi Sri Prasad,https://open.spotify.com/embed/track/03q7IIf299hN5MnmP6QqvT?utm_source=generator,0.848,0.209,0.0939,0.721356417,0.0403,energetic
Without Your Love (Unplugged Telugu Version),Sreerama Chandra,https://open.spotify.com/embed/track/4dW0oWEpkRo5MTeOCDoNIk?utm_source=generator,0.556,0.957,0.156,0.759230013,0.0272,Chill
"Jaru Mitaya (From ""Ginna"")",Various Artists,https://open.spotify.com/embed/track/20v6ynaMD7VhAXgjJzOQFb?utm_source=generator,0.866,0.307,0.0387,0.828630174,0.152,energetic
Laage Laage,Anup Rubens,https://open.spotify.com/embed/track/1TKdwUyDLm1nv7JjLZ3aja?utm_source=generator,0.845,0.478,0.149,0.795613695,0.0757,romantic
Sogasujuda Tharama - Kannada Gowla - Rupakam,Bombay Jayashri,https://open.spotify.com/embed/track/7u1MqmBwarQq9hrcH7lKtD?utm_source=generator,0.342,0.968,0.17,0.67028219,0.0481,Chill
"Dhoom Dhaam (From ""Dasara"")",Various Artists,https://open.spotify.com/embed/track/4GGbA1Mf5NEU4ETUDOSffc?utm_source=generator,0.595,0.499,0.0959,0.811913347,0.422,romantic
Nippu Ra,Santhosh Narayanan,https://open.spotify.com/embed/track/5zGHViDOEuNaZySWpLgPw6?utm_source=generator,0.512,0.0686,0.394,0.788193927,0.0631,energetic
Devudu Karunisthadani,Sandeep Chowta,https://open.spotify.com/embed/track/09EfPHYNMtmq1ydw82rG55?utm_source=generator,0.46,0.592,0.113,0.763044191,0.133,romantic
Andala Chukkala,Devi Sri Prasad,https://open.spotify.com/embed/track/29aG6LSPJtU5yPDFYEvVfi?utm_source=generator,0.893,0.519,0.123,0.707291636,0.0638,romantic
I Am Very Sorry,Koti,https://open.spotify.com/embed/track/0fHjKqPAJwl4hQpI1bpLVP?utm_source=generator,0.845,0.125,0.0874,0.784618135,0.0963,energetic
Leharaayi,Gopi Sundar,https://open.spotify.com/embed/track/6DFXFqK5PTGqTzTbdj47uV?utm_source=generator,0.78,0.245,0.0947,0.740337912,0.061,energetic
Priyatama,Ilaiyaraaja,https://open.spotify.com/embed/track/6yT2Z5MMUYK7XevyBWo84O?utm_source=generator,0.475,0.443,0.121,0.716678089,0.0419,romantic
Hey Jyothi Swaroopane,S.N.Rajeswari Rao,https://open.spotify.com/embed/track/3GEWrUZGo8E2MBMBknftA0?utm_source=generator,0.437,0.971,0.538,0.827080664,0.0292,Chill
Nagavulu Nijamani - Instrumental,Various Artists,https://open.spotify.com/embed/track/5zmKyzppUB4Lv2DIzLV9j4?utm_source=generator,0.533,0.876,0.148,0.643880926,0.102,Chill
Raga Karnaranjani,Various Artists,https://open.spotify.com/embed/track/5Ca5l5vDzIOZdVwwWCxAds?utm_source=generator,0.489,0.948,0.077,0.644298102,0.0813,Chill
Ammerpet,R. P. Patnaik,https://open.spotify.com/embed/track/7aOzyCCL7doLribDpC6lUt?utm_source=generator,0.502,0.0548,0.521,0.692005125,0.109,energetic
Evadu Evadu,Rajesh Murugesan,https://open.spotify.com/embed/track/6ZvwHQLjD8q92VX7RsLANq?utm_source=generator,0.821,0.211,0.137,0.758455258,0.109,energetic
Sri Kantimateem: Kriti,N. Ravikiran,https://open.spotify.com/embed/track/4hg9XXjCehm0dJTXQkAfWj?utm_source=generator,0.497,0.814,0.0976,0,0.0583,Chill
Ye Jilla,Devi Sri Prasad,https://open.spotify.com/embed/track/2f0LNzuZEh8QlsGVEiEM6e?utm_source=generator,0.845,0.248,0.0961,0.689889448,0.116,energetic
Thinna Thiram Paduthale,Laxmi,https://open.spotify.com/embed/track/0kAC065zE3iAUXenBqO4zL?utm_source=generator,0.785,0.123,0.102,0.766679579,0.15,energetic
Unnamata Cheppanivu,Koti,https://open.spotify.com/embed/track/148PtKLUvn5A8mwaEP18Rs?utm_source=generator,0.47,0.216,0.141,0.727733246,0.0608,energetic
Sarrainodu,Thaman S,https://open.spotify.com/embed/track/5FybVtlnyWXL6ntfToOkm3?utm_source=generator,0.719,0.384,0.279,0.802795077,0.0668,romantic
Nuvvemi Chesavu,Koti,https://open.spotify.com/embed/track/59LtXPBivctJL34PxeFE1f?utm_source=generator,0.688,0.826,0.114,0.808128967,0.0382,Chill
"Oh Baby (From ""Kalapuram"")",Sahiti Chaganti,https://open.spotify.com/embed/track/0kkVWVEF6YP0cjCtxnqBSJ?utm_source=generator,0.78,0.19,0.348,0.822312941,0.141,energetic
Kothaku Rani Jonna Senu,Manukota Prasad,https://open.spotify.com/embed/track/7t5lb7gvgYBziSbuEFmgRQ?utm_source=generator,0.627,0.181,0.0631,0.785869662,0.104,energetic
Changure Item Songree,Sai Karthik,https://open.spotify.com/embed/track/4nOnnDjirC6g8bgJ87VmSo?utm_source=generator,0.724,0.621,0.298,0.77061295,0.292,romantic
Priyathamaa Nee Oopire,Satyam,https://open.spotify.com/embed/track/5urxxneG81B08o6n7LKDMY?utm_source=generator,0.475,0.922,0.216,0.727226675,0.0404,Chill
Pandaga Chesko,Thaman S,https://open.spotify.com/embed/track/75T4CBWb0UHaHXlGaJ4ozd?utm_source=generator,0.906,0.535,0.188,0.763669954,0.207,romantic
Sri Seetharamula Kalyanam,Galipenchala Narasimha Rao,https://open.spotify.com/embed/track/4s2unHCAgQhOvyR9MxsCCS?utm_source=generator,0.389,0.94,0.389,0.605411365,0.0996,Chill
Dibiri Dibiri,Joshua Sridhar,https://open.spotify.com/embed/track/0rz1EM1MPr9hiZSr18rw8g?utm_source=generator,0.896,0.542,0.0705,0.794362168,0.5,romantic
Satte Era Satte,Chakri,https://open.spotify.com/embed/track/1LgsPo8PyEEnAb33ZEf0n2?utm_source=generator,0.783,0.112,0.0632,0.805566316,0.0677,energetic
Na Chore,M. M. Keeravani,https://open.spotify.com/embed/track/5Gdphc3W4UagNvAy0TTjeD?utm_source=generator,0.788,0.104,0.211,0.714622009,0.0506,energetic
Yeh Oore Chinadana,Devi Sri Prasad,https://open.spotify.com/embed/track/1oMyUx2olqnWrM0YAQNoJH?utm_source=generator,0.82,0.0297,0.2,0.844900027,0.209,energetic
Varnam,Jayanthi Kumaresh,https://open.spotify.com/embed/track/4ZFM5yFsjEzvZ1XmP27L5r?utm_source=generator,0.471,0.975,0.286,0.471766143,0.0656,Chill
Noo Noogu Meesaala,M. M. Keeravani,https://open.spotify.com/embed/track/5diycofGoXrq2qUAyLo24e?utm_source=generator,0.829,0.476,0.144,0.608361393,0.101,romantic
Manase Eduru Tirige,Ramana Gogula,https://open.spotify.com/embed/track/2gAl10gbmHiEjgaNQT6PYl?utm_source=generator,0.678,0.192,0.0563,0.794183379,0.029,energetic
Nee Tholisariga,R. P. Patnaik,https://open.spotify.com/embed/track/4mIOdOh49kfRSZBwvylulK?utm_source=generator,0.598,0.053,0.217,0.704758783,0.0389,energetic
,Various Artists,https://open.spotify.com/embed/track/6hUEswDQNykfAKmfYNMRE7?utm_source=generator,0.792,0.0764,0.0919,0.780178194,0.0464,energetic
Prema O Prema,R. P. Patnaik,https://open.spotify.com/embed/track/7mvIeKchrtxfkjujiS878B?utm_source=generator,0.484,0.296,0.0645,0.790309604,0.0357,romantic
Eevela Naalo,R. Govardhanam,https://open.spotify.com/embed/track/0hQE8Vm3aGUrwigsjdeekK?utm_source=generator,0.229,0.916,0.254,0.850233916,0.0648,Chill
Vasthava,Harris Jayaraj,https://open.spotify.com/embed/track/6dvKpnkloaK01bjXfJ27pW?utm_source=generator,0.823,0.21,0.179,0.78625704,0.0586,energetic
Nee Selvadigi,Devi Sri Prasad,https://open.spotify.com/embed/track/14ZvcewteMfdD32us40NDC?utm_source=generator,0.491,0.717,0.256,0.864060312,0.0253,Chill
Rāga: Kharaharapriya / Ālāpana,Ranganayaki Rajagopalan,https://open.spotify.com/embed/track/1ibvLixDYokvMwAAex6ZA6?utm_source=generator,0.503,0.593,0.175,0.379004142,0.0395,Chill
Ettago Vunntaadhi,K. V. Mahadevan,https://open.spotify.com/embed/track/52ALtT2rVXWQRqBgHkM3EH?utm_source=generator,0.712,0.83,0.303,0.784618135,0.487,Chill
Chitti Chitti,Thaman S,https://open.spotify.com/embed/track/67TlzsRBEjkN9XBcGtzMpb?utm_source=generator,0.611,0.371,0.103,0.729014571,0.108,romantic
Sirivennela,Mickey J. Meyer,https://open.spotify.com/embed/track/2WNkeWfXnpCbYtTG1ko0C3?utm_source=generator,0.504,0.814,0.115,0.661521499,0.0356,Chill
Nandha nandhana,Unnikrishnan,https://open.spotify.com/embed/track/0lxCW4fHjpMOcETY9EjrWd?utm_source=generator,0.354,0.847,0.0702,0.727405465,0.0427,Chill
Oka Nelavanka,K. Chakravarthy,https://open.spotify.com/embed/track/3YdPY2fDnupWQtUHLYh0bI?utm_source=generator,0.661,0.983,0.795,0.643940523,0.0499,cheerful
Andangalena,K.M.Radha Krishnan,https://open.spotify.com/embed/track/46IqUkQTOH7aEaZFUcpSON?utm_source=generator,0.553,0.733,0.116,0.724217051,0.0458,Chill
"Tikku Tikkantu - From ""Baabu Bangaaram""",Narendra,https://open.spotify.com/embed/track/2AHgI1AtdJu4zaMNslvR45?utm_source=generator,0.939,0.493,0.0636,0.77353318,0.0684,romantic
"Kokilamma Pelliki (From ""Adavi Ramudu"")",S. P. Balasubrahmanyam,https://open.spotify.com/embed/track/5Wc0us6YbRuPMXsQ3APfFm?utm_source=generator,0.574,0.965,0.2,0.763997735,0.0715,Chill
Okkasari Cheppaleva,Koti,https://open.spotify.com/embed/track/1zkC3XLyodSNGyiYXSNg8Y?utm_source=generator,0.687,0.258,0.323,0.823355881,0.0408,energetic
Aa Seetadevi Navvula,Sunny M.R.,https://open.spotify.com/embed/track/4FA8GD0xIwIHoExnGOdRoP?utm_source=generator,0.596,0.842,0.107,0.714443219,0.0596,Chill
Kodante Kodi Kaadhu,Bheems Ceciroleo,https://open.spotify.com/embed/track/1Pgy1SDA25gPsZLTUQqzRp?utm_source=generator,0.802,0.629,0.066,0.86993057,0.286,romantic
Salalitha Raaga Sudhaarasa,Various Artists,https://open.spotify.com/embed/track/2EvP8Xl8NCf6LzqWKY1Kdb?utm_source=generator,0.362,0.807,0.172,0.533984922,0.135,Chill
Mama Ek Peg La,Anup Rubens,https://open.spotify.com/embed/track/1D8dEFWzWPCs9kk2BaWDGS?utm_source=generator,0.961,0.294,0.904,0.825531154,0.207,cheerful
Ye Divilo Virisina - Male Vocals,Sathyam,https://open.spotify.com/embed/track/0dSEAnoURuH8Iji2Wd3obp?utm_source=generator,0.479,0.833,0.314,0.827557436,0.0284,Chill
Neneppudaina,Thaman S,https://open.spotify.com/embed/track/2NOTi5LCnVtftncWP9nXiG?utm_source=generator,0.669,0.547,0.127,0.739801544,0.0829,romantic
Neetho Unte,Niranjan NJ,https://open.spotify.com/embed/track/0Djklwm4UVEoq1vtssRFge?utm_source=generator,0.61,0.382,0.122,0.428022289,0.0312,romantic
"Aadavallu Meeku Joharlu - Title Song (From ""Aadavallu Meeku Joharlu"")",Devi Sri Prasad,https://open.spotify.com/embed/track/7l43TugVLfbCcWPH3PFbGm?utm_source=generator,0.57,0.28,0.186,0.734408057,0.442,energetic
Indhrudo Chandrudo,Mani Sharma,https://open.spotify.com/embed/track/7GuD0jcXqQSURcagKqwwPA?utm_source=generator,0.565,0.403,0.0689,0.768914449,0.17,romantic
MATLADUKUNDHAM,IN SAINITY,https://open.spotify.com/embed/track/68w7b1E7BZ9SKmwFbQTreZ?utm_source=generator,0.777,0.0651,0.0826,0.635597008,0.27,energetic
Vaadu Veedu,Aslam Keyi,https://open.spotify.com/embed/track/54nILgCUfVgxr4MJx7M9Rr?utm_source=generator,0.708,0.184,0.104,0.687445991,0.301,energetic
Dont Worry Be Happy,Raj-Koti,https://open.spotify.com/embed/track/5jPaEKnq15ofpK1MjTRwcn?utm_source=generator,0.792,0.0359,0.0862,0.650972913,0.165,energetic
Vaaru Veeru,Mani Sharma,https://open.spotify.com/embed/track/2os5ZEWZ2lwGRh4aBYOAE4?utm_source=generator,0.779,0.115,0.0177,0.895467684,0.115,energetic
Brahma Murari,Hamsa Lekha,https://open.spotify.com/embed/track/1W6ZVmckg340M7coqaWtvW?utm_source=generator,0.671,0.695,0.209,0.631931822,0.136,Chill
Inte Inthinte,Mani Sharma,https://open.spotify.com/embed/track/3xEaUi7UNC2cNOq2exkl6Q?utm_source=generator,0.866,0.182,0.0654,0.713012903,0.0782,energetic
Kondapalli Raja,M. M. Keeravani,https://open.spotify.com/embed/track/6z2xwWlb4MsUEOadmexiyF?utm_source=generator,0.9,0.863,0.078,0.672397866,0.0688,Chill
Preminche Premava,A.R. Rahman,https://open.spotify.com/embed/track/1FtRJTH2uCemK3N2qUOb3U?utm_source=generator,0.669,0.363,0.179,0.720581662,0.0358,romantic
"Jigelu Rani (From ""Rangasthalam"")",Chandra Bose,https://open.spotify.com/embed/track/5z3JFg0tq7sB4FvLrUubHU?utm_source=generator,0.703,0.706,0.147,0.808337555,0.207,romantic
Kadanakuthuhalam,M. Balamuralikrishna,https://open.spotify.com/embed/track/60YYoEJxp3BLbrLXicxpMt?utm_source=generator,0.631,0.986,0.214,0.562621055,0.158,Chill
"Aadhi Bikshuvu (From ""Sirivennela"")",S. P. Balasubrahmanyam,https://open.spotify.com/embed/track/2RcBPXHSHG92DlkD5Npzc5?utm_source=generator,0.519,0.844,0.0606,0.777049376,0.053,Chill
I Want A,Mani Sharma,https://open.spotify.com/embed/track/7fVB0SatpG7PNhXQqee3Z2?utm_source=generator,0.935,0.0656,0.0559,0.753568342,0.0874,energetic
Chandrullo Unde,Devi Sri Prasad,https://open.spotify.com/embed/track/4b4xkbpRpA8jHbP8GVLYWR?utm_source=generator,0.814,0.0771,0.0836,0.715366966,0.0698,energetic
Baguntundhi Nuvvu Navvithe,Shekar Chandra,https://open.spotify.com/embed/track/1eWooUUh7E796VP86o15BN?utm_source=generator,0.76,0.504,0.0957,0.695402128,0.0426,romantic
Gongoora Thota,Devi Sri Prasad,https://open.spotify.com/embed/track/3TeGBS4boert6YCIkhUaDI?utm_source=generator,0.747,0.148,0.0676,0.739026789,0.226,energetic
Kola Kalle Ilaa,Vishal Chandrashekhar,https://open.spotify.com/embed/track/7GfyeCjPx05EUlAfMksojh?utm_source=generator,0.575,0.684,0.0775,0.640811705,0.038,Chill
Hey Naayak,Thaman S,https://open.spotify.com/embed/track/0RYxt6lzgvfuhVdIcODJvQ?utm_source=generator,0.675,0.754,0.25,0.763729551,0.13,Chill
Dikka Dikka Dum Dum,Anup Rubens,https://open.spotify.com/embed/track/0RCoXnxYnUzHGvHrzHq9Dt?utm_source=generator,0.852,0.513,0.32,0.802854674,0.348,romantic
Gulabi Kallu Rendu Mullu,Yuvan Shankar Raja,https://open.spotify.com/embed/track/7Kd2C4NcmMRk0N7M3LRvLS?utm_source=generator,0.658,0.168,0.12,0.786495426,0.0371,energetic
Violin Song,Devi Sri Prasad,https://open.spotify.com/embed/track/1C2gJaINSao4GEXySYopiS?utm_source=generator,0.806,0.0827,0.164,0.84123484,0.0627,energetic
Pilichina Palukavu,T. V. Raju,https://open.spotify.com/embed/track/7dcy16kLyW98wPnI6LozLr?utm_source=generator,0.433,0.917,0.0959,0.674781728,0.0934,Chill
Sairo Sairo,Thaman S,https://open.spotify.com/embed/track/2uF7JGH6B2FZ95m1hkFHSF?utm_source=generator,0.825,0.0804,0.409,0.804761763,0.0565,energetic
"Nachav Abbai (From ""Nenu Meeku Baaga Kavalsinavaadini"")",Dhanunjay Seepana,https://open.spotify.com/embed/track/16rZJ4rrpUL8JKuwH3Mxdi?utm_source=generator,0.549,0.0421,0.046,0.859828958,0.0861,energetic
He’S Soo Cute,Devi Sri Prasad,https://open.spotify.com/embed/track/4Ijq9U4ZvXuLord5plNeKR?utm_source=generator,0.82,0.412,0.054,0.82147859,0.185,romantic
Evare Nuvvu - Remix,Yuvan Shankar Raja,https://open.spotify.com/embed/track/2JxA81CLT7LzapTdsCmu4i?utm_source=generator,0.834,0.146,0.0454,0.772907417,0.102,energetic
Aleba Aleba,Mani Sharma,https://open.spotify.com/embed/track/0PwtZJLkFZJqJKRrXTCobY?utm_source=generator,0.932,0.0203,0.133,0.764295718,0.0869,energetic
Ammay Nadumu,Karthik,https://open.spotify.com/embed/track/77ht3F8iR0JxLojopPAoOy?utm_source=generator,0.849,0.25,0.761,0.80842695,0.132,cheerful
Sri Rama Lera,Ilaiyaraaja,https://open.spotify.com/embed/track/5mKmfOx4m0x5t4VPk4fD7T?utm_source=generator,0.501,0.573,0.157,0.683572216,0.0288,romantic
Unnaadi Poola Pakka,Yuvan Shankar Raja,https://open.spotify.com/embed/track/4DqcWnBU8dJf5Y2ahqQfsG?utm_source=generator,0.901,0.229,0.36,0.866384576,0.0707,energetic
Vangathota,Devi Sri Prasad,https://open.spotify.com/embed/track/6UV7beUXr43OhpNQhXalJj?utm_source=generator,0.868,0.033,0.0935,0.743198546,0.12,energetic
Vayasa Chusuko,Ramana Gogula,https://open.spotify.com/embed/track/3ED2BFRpLVhL0MBA709emX?utm_source=generator,0.795,0.39,0.319,0.826246312,0.0737,romantic
Vendimabhu Therumeeda,A.R. Rahman,https://open.spotify.com/embed/track/1nnZR6t2IS2kyIhFmLy1hV?utm_source=generator,0.627,0.798,0.138,0.554068953,0.0767,Chill
Hello,Anup Rubens,https://open.spotify.com/embed/track/3P8Dp6N9HemW49uvM8sCE1?utm_source=generator,0.738,0.426,0.13,0.725498376,0.0332,romantic
